,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not_fully_paid
288,0,all_other,0.23,788.48,10.3347,21.7,733,2424.7,55308,75.1,4,0,1,1
289,0,small_business,0.23,298.97,11.1521,13.46,651,1798.5,44405,77.3,6,0,1,1
290,1,all_other,0.23,445.89,9.495,4.74,714,5672.6,33048,54.0,1,2,1,1
291,0,small_business,0.23,57.93,10.227,8.85,638,9088.4,40450,53.6,3,1,1,0
292,1,major_purchase,0.2107,684.83,11.18,15.03,760,16219.9,19059,71.9,1,0,0,0
293,0,home_improvement,0.23,306.99,10.1125,9.89,761,14431.3,40412,69.8,0,2,1,1
294,1,home_improvement,0.2097,527.27,11.1562,29.09,800,4359.7,42532,67.0,7,2,1,0
295,1,all_other,0.23,193.91,11.4439,14.24,691,7325.4,36648,38.2,4,1,1,1
296,1,major_purchase,0.23,746.49,10.5992,11.16,685,14264.1,6180,82.9,2,0,0,0
297,0,small_business,0.23,744.68,10.3186,20.19,634,9960.6,31105,23.6,3,0,0,0
298,1,home_improvement,0.23,795.83,10.6155,19.52,707,3966.4,42652,15.6,1,2,0,0
299,1,debt_consolidation,0.23,89.05,10.3205,0.07,719,7732.9,11869,34.5,0,1,0,0
300,1,debt_consolidation,0.23,893.59,10.8393,18.55,778,11640.9,47242,25.4,7,1,1,1
301,0,debt_consolidation,0.23,260.61,10.9613,7.31,778,17544.8,50568,66.3,0,0,1,1
302,1,major_purchase,0.23,313.02,10.7164,11.26,649,12250.8,32323,23.1,3,2,1,0
303,0,major_purchase,0.23,261.94,11.9046,21.19,679,1275.3,57855,65.6,1,2,0,1
304,0,debt_consolidation,0.23,277.4,10.4684,16.72,727,12985.1,51469,51.3,7,1,0,1
305,1,debt_consolidation,0.23,519.76,11.7349,11.06,690,5264.7,27989,15.2,1,0,1,1
306,1,major_purchase,0.23,253.84,10.2753,5.02,625,15656.7,53059,25.8,3,1,0,0
307,0,home_improvement,0.23,384.71,10.9437,15.16,797,7526.1,55994,52.2,6,2,1,0
308,0,all_other,0.2255,607.27,11.6099,9.58,773,4393.5,6488,73.3,4,1,0,0
309,1,small_business,0.23,760.62,11.5788,27.39,729,8955.1,59879,39.8,3,0,1,1
310,1,credit_card,0.23,638.83,10.6478,16.03,686,5338.4,298,23.3,4,0,1,1
311,0,credit_card,0.2172,555.17,11.233,25.98,796,5009.0,29171,29.5,3,0,1,1
312,1,all_other,0.23,175.57,11.1527,11.71,627,10745.5,56278,9.5,2,1,1,0
313,1,educational,0.23,743.7,10.576,24.82,713,14044.9,43461,2.5,4,1,1,1
314,1,major_purchase,0.2297,81.68,11.2696,1.7,788,15194.2,16006,97.3,2,1,1,0
315,0,credit_card,0.23,274.56,12.0175,8.94,820,7760.4,38627,9.6,7,2,1,0
316,1,home_improvement,0.23,98.5,11.183,2.35,672,2135.7,12880,12.5,3,0,1,0
317,1,educational,0.23,617.31,11.2398,0.95,756,9227.6,14235,87.1,6,2,1,0
318,1,educational,0.23,363.12,11.3033,27.57,659,8374.3,54697,66.4,1,0,1,1
319,1,major_purchase,0.23,604.24,10.0234,21.51,644,4348.6,2825,43.6,5,1,0,0
320,0,debt_consolidation,0.23,344.98,11.1761,18.75,694,16234.5,57731,64.9,4,0,0,1
321,0,credit_card,0.2285,437.38,10.2899,15.97,805,17560.5,27201,93.5,5,1,0,0
322,0,credit_card,0.23,439.27,10.5461,17.09,764,1879.7,3885,9.9,3,2,1,0
323,0,credit_card,0.23,88.74,12.1972,19.16,722,14527.7,47232,24.4,5,0,0,0
324,0,credit_card,0.23,415.69,10.748,24.8,679,11977.2,2894,86.0,0,1,1,1
325,0,all_other,0.23,594.9,10.4559,17.91,649,5444.4,19508,78.1,5,1,1,0
326,1,home_improvement,0.23,514.14,11.5915,22.46,676,11797.7,14447,99.4,6,1,1,0
327,1,all_other,0.23,113.99,10.3314,8.43,652,3186.9,47066,31.4,3,1,0,0
328,1,all_other,0.23,617.85,10.6315,29.3,659,2179.9,23801,94.5,0,1,1,0
329,1,credit_card,0.2173,312.53,11.6494,0.96,764,17889.3,39288,34.4,4,2,1,0
330,0,credit_card,0.23,62.27,10.9257,11.6,647,11818.3,4330,71.5,6,0,1,1
331,0,educational,0.23,182.26,9.963,26.46,629,5304.8,41732,88.3,3,1,1,1
332,0,small_business,0.23,472.93,11.2264,5.42,733,8650.6,42652,17.1,0,1,0,1
333,0,credit_card,0.23,313.84,10.6621,4.24,680,17151.5,17144,20.6,3,2,0,1
334,0,major_purchase,0.2251,640.23,11.8239,10.96,715,8458.3,52876,58.1,7,2,1,0
335,1,major_purchase,0.23,254.56,10.5363,12.85,649,16307.6,28202,84.4,2,2,1,1
336,1,educational,0.23,706.88,11.5307,28.0,664,15769.8,40033,7.9,4,0,0,1
337,1,credit_card,0.2253,293.51,11.9654,25.08,712,6850.7,10902,85.1,2,0,0,0
338,0,small_business,0.23,577.73,10.3894,13.92,764,12832.2,55970,34.3,5,1,0,0
339,1,educational,0.2203,729.33,10.7841,29.19,707,12228.5,14794,40.6,3,1,1,0
340,1,major_purchase,0.2284,377.72,11.1332,19.27,733,14110.6,37566,34.0,3,0,0,1
341,0,credit_card,0.23,89.78,10.3856,26.21,729,7220.8,5391,91.1,4,2,0,0
342,0,educational,0.23,505.13,11.0622,7.38,676,1888.0,2684,13.1,4,2,1,1
343,1,all_other,0.23,896.1,10.765,14.67,678,3907.7,7606,57.4,3,1,0,1
344,0,home_improvement,0.23,873.64,10.753,0.89,709,11481.4,56567,14.8,2,2,0,0
345,1,home_improvement,0.23,237.87,10.9294,0.27,626,14176.7,12630,92.9,0,1,0,1
346,0,major_purchase,0.23,692.34,10.9428,21.16,763,13852.8,52774,79.8,5,1,0,0
347,0,debt_consolidation,0.23,343.21,10.9983,3.55,749,10922.6,34814,23.4,2,2,1,1
348,1,home_improvement,0.23,186.23,10.5407,16.43,684,2440.9,5319,29.8,4,0,0,1
349,0,major_purchase,0.23,616.03,10.5669,20.88,698,1293.9,26472,38.2,3,0,0,0
350,0,home_improvement,0.23,475.74,10.8288,0.97,689,14296.4,28756,40.5,6,1,0,1
351,0,credit_card,0.23,508.35,10.8731,13.46,756,10339.4,16016,81.7,5,2,1,1
352,0,debt_consolidation,0.2285,753.28,10.6367,20.52,779,14306.1,36246,56.5,3,1,0,1
353,1,home_improvement,0.23,336.06,11.0944,26.69,642,3767.4,51666,42.8,2,1,1,1
354,0,small_business,0.23,617.03,9.8111,8.98,706,7926.2,53023,71.9,5,0,1,0
355,0,home_improvement,0.23,361.26,10.4617,29.23,622,16625.9,31508,45.8,0,1,0,1
356,1,educational,0.23,86.32,10.732,25.34,714,3917.2,53610,12.8,0,0,1,0
357,1,small_business,0.23,371.31,10.3863,19.52,672,2046.0,55386,10.7,0,0,0,1
358,0,home_improvement,0.23,857.53,11.8775,11.76,690,12108.9,5281,32.6,2,2,1,1
359,1,debt_consolidation,0.23,460.77,10.9113,21.33,715,11107.1,38097,60.3,3,1,0,1
360,0,home_improvement,0.23,142.0,11.0061,24.49,687,17184.5,46396,13.5,2,0,1,0
361,1,credit_card,0.23,634.65,10.6101,9.1,702,16410.0,947,55.0,1,0,1,0
362,1,major_purchase,0.2187,868.87,10.8905,29.78,780,13740.3,36204,27.0,2,1,0,1
363,1,credit_card,0.23,821.75,10.1708,27.26,790,1325.7,54808,69.5,3,0,1,0
364,0,educational,0.23,536.17,10.7981,14.57,621,9166.6,16093,2.8,2,1,1,1
365,0,all_other,0.23,369.84,10.3378,21.68,699,16233.7,51447,46.9,4,1,0,1
366,1,home_improvement,0.23,543.58,10.7336,15.72,797,8372.1,56033,5.2,3,2,1,0
367,1,credit_card,0.23,743.54,9.3641,22.83,731,17356.5,38116,33.1,7,1,1,1
368,0,credit_card,0.23,782.05,10.2232,24.81,663,12092.3,37769,1.6,7,0,0,1
369,0,educational,0.23,746.02,11.7784,0.7,744,2860.8,32086,46.9,5,1,0,1
370,0,credit_card,0.23,437.15,11.3982,2.37,650,9657.6,24541,76.7,4,1,1,1
371,1,home_improvement,0.23,151.03,11.6914,10.09,624,12825.5,27175,10.0,0,0,1,1
372,0,educational,0.2232,533.8,11.7326,27.53,752,2111.3,31343,73.5,4,0,1,1
373,1,small_business,0.23,182.96,11.3038,11.95,728,6859.0,28930,58.4,3,0,0,0
374,1,debt_consolidation,0.2271,101.81,10.6283,26.63,778,13190.4,49563,50.5,2,2,1,0
375,1,all_other,0.23,473.87,10.2776,13.87,692,3670.2,46153,59.9,6,0,0,1
376,0,all_other,0.2284,607.07,11.588,8.67,799,6921.8,20855,33.6,0,2,1,1
377,1,credit_card,0.2201,776.03,10.9387,27.02,708,12728.5,30788,71.0,2,1,0,1
378,1,credit_card,0.23,715.41,12.3964,16.82,774,14184.2,12914,78.0,6,2,0,0
379,0,home_improvement,0.23,778.65,10.6809,10.81,641,9814.7,10561,77.8,7,0,1,1
380,1,all_other,0.23,696.06,12.0837,1.33,640,17266.6,22130,26.9,4,1,1,1
381,1,all_other,0.23,647.75,10.8059,3.33,784,16730.6,3490,65.4,4,0,1,0
382,1,all_other,0.2096,58.62,11.7016,4.18,795,9048.4,51275,14.8,7,2,0,0
383,1,all_other,0.23,582.19,11.918,10.95,817,3724.7,7571,49.5,0,1,0,1
384,0,credit_card,0.23,152.41,10.2862,18.22,688,14139.8,19593,0.3,3,0,1,0
385,1,home_improvement,0.23,99.87,10.609,9.23,624,5133.4,15086,19.4,1,2,0,0
386,1,educational,0.1925,182.95,10.2802,1.97,825,15328.0,12409,63.2,3,2,1,0
387,0,home_improvement,0.23,749.8,10.162,7.94,746,10981.5,22064,87.4,7,2,1,1
388,1,small_business,0.23,682.27,11.3002,12.26,671,7699.6,43155,4.9,4,2,1,1
389,0,educational,0.23,856.46,10.782,29.77,780,10458.5,53544,55.9,7,0,0,1
390,1,small_business,0.23,882.13,10.9314,11.79,809,10057.7,11323,63.7,4,1,1,1
391,1,credit_card,0.23,809.29,11.2337,2.68,679,16720.5,14345,93.2,6,2,1,1
392,0,all_other,0.2086,162.99,9.7856,17.43,781,4644.2,28178,65.5,1,1,1,0
393,0,home_improvement,0.2278,796.63,11.6721,27.59,785,16778.7,19175,10.3,2,1,0,0
394,0,home_improvement,0.23,762.84,10.6905,23.6,725,1532.8,47999,14.7,2,2,1,0
395,1,credit_card,0.23,790.42,11.2194,25.09,752,14076.5,13380,63.6,6,1,0,0
396,0,debt_consolidation,0.23,178.93,11.2724,27.85,676,16634.4,24144,21.6,4,0,1,1
397,1,all_other,0.23,149.27,11.7225,19.1,815,7698.9,32744,92.8,1,0,1,1
398,0,educational,0.2025,835.24,10.8371,29.85,826,2242.1,22890,92.1,1,2,1,0
399,1,major_purchase,0.1628,197.75,9.6258,1.0,826,14679.3,37025,94.9,3,0,0,1
400,1,major_purchase,0.2031,363.33,10.9343,25.05,774,15328.7,47970,29.3,1,1,0,1
401,0,credit_card,0.23,437.59,11.0204,25.71,628,6716.4,31927,71.7,5,1,1,0
402,1,all_other,0.23,155.78,10.2794,27.5,696,9816.1,27410,66.3,6,1,1,1
403,1,small_business,0.23,67.54,10.9885,14.35,713,14761.0,57111,3.6,7,0,0,1
404,0,home_improvement,0.23,894.98,10.6834,23.63,821,4264.7,58906,26.6,1,0,1,0
405,0,all_other,0.23,795.16,10.0943,5.85,734,11692.6,59722,20.7,3,2,0,0
406,1,all_other,0.23,825.49,11.3029,18.09,732,8320.7,986,37.1,4,0,0,0
407,0,debt_consolidation,0.23,291.88,10.5618,10.76,650,3965.1,50243,95.3,3,0,1,1
408,0,educational,0.23,237.09,10.6562,17.89,786,15134.5,53923,84.6,3,2,1,0
409,1,educational,0.23,411.99,10.6225,20.27,690,6519.6,48317,29.3,1,0,0,0
410,1,debt_consolidation,0.23,435.32,11.6413,10.41,639,16885.2,44973,53.0,0,1,1,1
411,0,all_other,0.2256,54.76,10.8755,6.49,827,10671.9,21963,19.2,3,0,1,0
412,0,home_improvement,0.23,712.37,10.9475,9.65,659,9746.7,43559,27.7,0,2,0,0
413,0,major_purchase,0.23,897.17,10.6356,19.92,623,8196.2,34787,6.5,0,0,1,0
414,1,educational,0.23,499.39,11.1777,20.31,636,7811.4,49888,64.3,4,1,1,1
415,0,all_other,0.23,380.02,11.7096,22.24,715,14905.4,21088,65.7,6,1,1,0
416,1,major_purchase,0.23,383.84,11.2887,3.8,641,12517.5,44557,83.9,4,2,1,1
417,1,educational,0.1793,131.67,11.3121,24.56,796,14152.7,47061,87.2,0,0,0,1
418,1,major_purchase,0.2146,276.24,11.2637,20.64,727,8158.4,50031,16.0,6,1,0,1
419,1,all_other,0.23,476.81,10.0719,0.92,688,5444.4,10309,74.3,5,1,0,1
420,1,major_purchase,0.23,417.07,10.3743,10.07,620,2476.7,51824,13.5,2,0,1,1
421,0,all_other,0.23,513.28,10.777,14.0,720,14203.2,13000,37.4,2,0,0,0
422,0,debt_consolidation,0.23,771.71,10.4645,10.82,651,8059.7,56224,51.6,7,2,0,0
423,0,major_purchase,0.23,241.46,10.2613,3.52,825,9656.8,2321,4.9,3,1,1,1
424,1,major_purchase,0.23,73.51,9.7767,6.22,681,8978.8,13416,15.7,1,1,0,0
425,1,all_other,0.23,82.49,10.0921,0.74,719,8329.3,36536,27.1,2,2,0,0
426,0,home_improvement,0.23,164.04,10.7461,2.79,623,12626.3,32601,12.8,2,1,0,1
427,0,all_other,0.23,534.91,10.8583,7.99,647,11348.5,41312,93.4,3,2,0,0
428,1,debt_consolidation,0.23,736.96,10.4242,24.6,663,17524.9,24213,28.8,2,2,1,0
429,1,educational,0.23,803.79,10.9474,15.8,630,3361.4,201,50.1,4,1,1,0
430,0,debt_consolidation,0.23,589.85,10.6397,12.73,772,10749.8,37060,99.7,2,0,0,0
431,1,home_improvement,0.2072,392.67,11.5543,19.86,818,2075.1,30647,56.7,5,1,0,0
432,1,debt_consolidation,0.23,181.34,10.803,16.25,826,14734.6,30520,41.1,3,0,1,0
433,1,small_business,0.23,391.21,11.3178,3.95,675,11477.3,22612,93.0,7,2,1,1
434,0,educational,0.23,332.55,11.0219,6.68,785,8282.4,53431,22.2,6,0,1,1
435,1,small_business,0.23,789.52,10.0588,6.68,725,14638.0,47542,18.0,2,2,0,1
436,1,small_business,0.23,463.71,10.8456,18.0,629,8735.0,10873,53.5,0,1,1,1
437,1,major_purchase,0.23,242.27,10.1586,13.85,639,4872.4,2333,42.7,4,1,1,1
438,0,educational,0.23,295.48,10.8351,11.63,735,9032.5,10881,79.7,2,0,1,1
439,1,educational,0.23,166.0,10.4529,16.7,708,2204.1,2913,4.2,7,0,1,0
440,1,credit_card,0.23,830.8,11.1292,29.1,621,16263.6,42557,61.8,3,2,0,0
441,0,home_improvement,0.2195,92.79,10.0946,9.43,815,13426.3,37212,71.1,2,2,0,1
442,1,major_purchase,0.2266,60.92,10.9088,15.61,773,13925.4,27779,97.2,2,0,1,1
443,0,all_other,0.23,205.54,11.2434,14.41,725,15866.4,35498,14.6,6,0,1,1
444,1,small_business,0.2154,739.24,11.4446,21.5,827,14456.7,48500,24.6,0,0,1,1
445,1,debt_consolidation,0.23,494.95,10.4415,21.91,823,8341.5,49865,93.2,7,2,1,0
446,1,educational,0.2145,581.97,10.9107,21.87,824,3016.8,26071,63.1,1,1,0,1
447,0,small_business,0.23,354.07,11.0105,6.05,674,7347.2,35536,3.8,6,0,0,0
448,0,major_purchase,0.2,108.38,11.8283,13.47,804,16879.4,34615,7.7,4,0,0,1
449,1,major_purchase,0.23,777.73,10.0112,24.34,725,17134.5,56962,78.5,4,0,1,1
450,0,credit_card,0.23,213.11,10.3533,11.45,772,14053.8,45690,56.7,1,2,1,0
451,1,home_improvement,0.23,78.1,12.5827,29.53,800,4475.3,18863,56.5,5,2,1,1
452,1,educational,0.23,536.8,10.7361,10.94,654,4305.6,53216,88.0,5,1,1,1
453,1,credit_card,0.23,120.8,9.7654,14.93,714,15956.1,23875,24.1,3,2,1,1
454,1,major_purchase,0.23,131.4,10.5505,14.24,647,3412.6,45464,16.0,3,0,0,0
455,0,all_other,0.23,730.32,9.2387,13.01,678,10930.3,58660,61.4,4,1,1,1
456,1,small_business,0.23,467.87,11.0446,25.37,706,7430.3,48535,88.2,3,0,0,0
457,0,home_improvement,0.23,255.28,11.3859,4.66,799,6134.2,6451,26.5,7,2,0,0
458,1,small_business,0.2179,346.33,10.353,17.03,801,12515.5,12342,68.1,0,1,0,0
459,1,major_purchase,0.23,669.85,10.6176,18.56,701,17312.7,47754,15.2,2,2,0,0
460,1,all_other,0.23,106.4,11.4542,25.54,689,14219.8,7400,17.2,6,1,0,0
461,0,credit_card,0.23,149.01,9.8499,18.28,731,9264.8,694,90.2,6,1,0,0
462,1,all_other,0.23,573.82,10.1071,28.8,811,8492.1,15485,11.8,2,2,0,0
463,1,small_business,0.2113,565.93,10.7631,26.17,825,16430.3,29190,2.4,4,2,0,0
464,1,major_purchase,0.23,876.59,10.4486,10.46,667,10827.8,7704,77.5,0,1,0,0
465,1,major_purchase,0.23,368.37,10.7237,25.8,659,9442.9,9204,36.3,1,1,0,1
466,1,all_other,0.23,105.32,10.1417,28.75,768,12608.2,20332,39.7,7,1,0,0
467,1,educational,0.23,506.91,11.0286,7.72,683,5031.6,35931,80.0,5,0,0,1
468,1,debt_consolidation,0.23,592.59,10.8105,18.31,661,2083.5,32665,18.0,0,1,0,1
469,1,debt_consolidation,0.23,168.66,11.2295,8.45,626,15536.9,47890,65.0,6,2,0,1
470,1,debt_consolidation,0.2269,519.93,11.0202,19.49,704,11323.4,58844,31.4,3,2,0,1
471,0,educational,0.23,218.1,11.024,2.81,702,3802.9,1982,10.4,4,1,1,1
472,0,credit_card,0.23,768.02,10.0322,22.03,738,6066.8,41297,68.7,6,1,0,1
473,0,small_business,0.23,759.89,11.1956,12.59,662,17828.9,9826,31.9,6,2,0,1
474,1,major_purchase,0.23,415.18,10.7015,17.62,770,11785.2,21627,86.7,1,0,1,1
475,1,major_purchase,0.23,871.73,10.8,0.78,762,11813.9,20556,91.9,2,0,1,0
476,0,educational,0.23,882.81,11.529,20.86,717,2226.8,42044,84.9,2,0,0,1
477,0,debt_consolidation,0.23,159.86,10.4683,14.88,658,17472.9,15347,32.2,7,0,1,0
478,1,all_other,0.23,362.56,11.7107,18.76,726,16177.3,53675,23.7,6,2,0,0
479,0,home_improvement,0.23,560.27,11.7667,9.47,761,10312.3,22993,89.3,5,0,1,1
480,0,small_business,0.23,122.11,11.3517,4.37,698,6259.6,48904,45.3,0,0,1,1
481,0,small_business,0.23,375.26,10.3116,13.06,675,12866.9,57112,70.8,6,1,0,1
482,1,home_improvement,0.23,272.0,9.5882,28.32,726,15167.4,30638,82.7,4,1,1,1
483,0,all_other,0.2295,859.24,11.5473,6.83,694,14364.1,6072,27.8,2,2,1,1
484,0,debt_consolidation,0.23,399.85,10.9668,20.28,704,17609.8,42084,11.9,3,2,0,0
485,1,home_improvement,0.23,698.27,10.4529,1.5,693,11826.5,25396,62.5,3,1,1,0
486,0,credit_card,0.23,378.7,11.6041,21.54,683,6460.8,20301,59.0,2,0,1,1
487,0,home_improvement,0.2248,162.04,10.3831,7.15,770,9464.8,27425,27.0,7,0,1,0
488,1,major_purchase,0.23,783.68,10.6455,13.55,716,14877.4,17987,58.5,7,2,1,1
489,1,home_improvement,0.23,50.35,11.2149,11.03,717,5510.8,16820,79.0,0,1,0,0
490,0,small_business,0.23,97.55,10.2318,3.39,757,4933.9,59378,35.0,7,2,1,0
491,0,debt_consolidation,0.23,359.73,10.8343,10.37,695,13322.2,16710,24.2,3,1,0,1
492,0,small_business,0.23,633.86,11.5535,10.5,641,8555.3,27518,72.5,6,2,0,0
493,1,home_improvement,0.23,340.45,11.0267,15.66,799,14881.7,42885,78.6,6,1,1,0
494,1,debt_consolidation,0.23,106.37,11.6485,29.17,631,3442.6,13256,95.4,4,2,1,1
495,0,credit_card,0.23,320.16,11.5802,14.1,740,6706.8,37070,14.8,5,1,0,1
496,1,major_purchase,0.23,258.23,10.9046,27.43,675,5557.7,53731,88.9,5,0,0,0
497,1,educational,0.23,54.61,9.498,13.85,664,12863.8,48769,76.5,6,0,1,1
498,0,home_improvement,0.23,504.58,10.2365,3.23,628,13908.6,1713,70.2,3,0,1,1
499,0,educational,0.23,149.15,11.358,6.9,809,8752.0,24304,31.3,5,1,1,0
500,1,credit_card,0.23,294.37,9.9698,12.23,710,9126.5,16,2.2,7,2,1,1
501,1,all_other,0.23,595.01,10.704,9.76,691,3244.5,36402,50.8,7,1,1,1
502,1,educational,0.2213,666.35,11.1031,25.97,775,12931.1,19508,28.6,1,2,0,0
503,0,credit_card,0.23,273.94,11.7817,20.36,628,17869.4,53615,29.0,3,0,1,1
504,0,small_business,0.23,329.81,10.555,17.35,738,14224.7,10532,92.7,4,1,0,1
505,0,credit_card,0.23,259.87,10.5139,14.74,723,4792.9,51079,15.3,4,1,1,0
506,0,all_other,0.23,863.36,10.8685,11.92,736,11593.1,20537,93.4,5,0,0,1
507,0,home_improvement,0.23,211.94,11.1105,18.37,646,6014.3,55201,50.4,6,1,1,0
508,0,all_other,0.224,205.7,10.8075,3.74,820,1513.0,11975,83.8,4,1,0,0
509,1,educational,0.23,428.28,11.5296,4.88,670,4057.0,16138,28.4,5,1,1,1
510,1,educational,0.23,210.91,10.4205,9.09,762,2744.1,21062,63.4,7,1,0,0
511,1,home_improvement,0.23,183.2,10.9721,5.14,776,4330.9,59125,55.7,0,0,0,0
512,1,home_improvement,0.23,131.5,11.1671,20.31,692,14525.3,44036,92.4,5,2,0,0
513,0,debt_consolidation,0.23,594.15,10.6599,0.74,647,5978.1,48983,17.9,2,0,1,1
514,1,credit_card,0.23,570.27,11.4038,4.81,682,13869.7,33174,20.5,7,2,0,1
515,0,debt_consolidation,0.2137,602.64,10.9894,27.08,789,17130.7,47688,94.9,4,2,1,0
516,1,major_purchase,0.2059,707.31,11.3733,29.93,810,10762.6,37612,9.8,4,0,1,0
517,1,credit_card,0.2201,327.4,11.0165,14.63,816,9252.0,40054,63.5,6,0,1,0
518,0,all_other,0.23,830.66,11.1258,14.86,667,13752.2,50233,6.1,1,1,0,1
519,1,major_purchase,0.2264,673.22,10.5206,23.2,747,2650.5,58996,7.7,4,2,0,0
520,1,small_business,0.23,734.0,10.5215,1.09,651,8279.6,34549,59.7,6,1,1,1
521,0,small_business,0.23,662.82,11.6346,12.81,769,9480.0,26493,55.1,6,1,0,1
522,0,debt_consolidation,0.23,354.69,11.2813,2.99,707,15127.9,39187,57.3,1,2,0,0
523,1,home_improvement,0.23,290.58,10.2862,12.03,769,14841.7,44492,47.4,6,1,1,1
524,0,home_improvement,0.23,409.14,11.0085,29.51,763,15420.5,59180,74.2,1,2,1,0
525,1,all_other,0.2208,132.48,9.4757,22.61,828,12863.8,41928,99.2,2,2,0,1
526,0,major_purchase,0.23,433.59,10.5556,29.55,722,10019.4,57273,27.6,6,0,1,0
527,1,educational,0.23,86.67,11.4766,22.38,691,15073.9,43925,32.3,4,1,1,0
528,0,credit_card,0.23,53.35,10.8249,18.24,730,15845.8,57100,32.3,4,0,0,1
529,0,all_other,0.23,841.77,10.9707,22.63,654,9168.2,45087,76.3,4,0,1,1
530,1,all_other,0.23,635.94,9.0902,19.77,643,17756.3,53096,34.8,7,0,0,0
531,0,major_purchase,0.23,527.57,10.6646,13.92,729,15871.9,11445,67.7,1,0,0,1
532,1,debt_consolidation,0.23,339.94,11.103,8.78,793,9678.0,59553,44.6,2,0,0,0
533,0,educational,0.23,534.96,11.1792,15.61,731,2177.9,20943,60.8,3,2,0,0
534,0,major_purchase,0.23,807.84,11.4774,7.75,784,4816.4,47854,82.9,6,1,1,1
535,1,home_improvement,0.23,604.52,10.7738,14.6,657,14198.8,23535,51.4,4,1,1,0
536,0,small_business,0.23,562.11,10.8006,4.38,714,2889.6,27481,47.5,5,2,0,1
537,0,educational,0.23,441.17,10.1007,16.96,748,8986.6,44879,26.7,6,2,0,1
538,1,major_purchase,0.23,343.84,10.7773,7.36,693,11282.5,32436,51.6,7,1,0,1
539,1,credit_card,0.23,643.77,10.1431,8.81,622,15931.9,42974,26.2,3,1,1,0
540,1,debt_consolidation,0.23,883.83,9.7913,14.97,635,15400.9,4742,84.4,3,1,1,0
541,1,small_business,0.1879,411.04,10.2489,4.88,814,13992.7,50001,38.9,0,1,1,1
542,1,credit_card,0.224,383.37,11.8052,28.87,747,7930.8,24507,12.9,0,1,0,1
543,1,debt_consolidation,0.23,413.9,10.7377,13.41,675,3418.2,47311,24.0,3,0,1,1
544,1,educational,0.23,411.71,11.0319,10.57,674,12384.0,17131,53.5,5,0,0,0
545,0,home_improvement,0.23,892.03,10.5919,0.88,628,4081.9,35762,91.6,6,0,0,1
546,1,small_business,0.2254,650.76,9.8257,25.3,818,10542.3,35295,30.1,3,1,1,1
547,0,credit_card,0.23,355.31,11.4617,18.78,642,17671.5,8396,26.4,4,2,0,1
548,1,debt_consolidation,0.227,365.78,9.5967,12.49,779,10355.3,28452,40.7,6,1,0,1
549,0,debt_consolidation,0.23,416.18,10.5671,7.37,670,11974.5,38127,96.8,2,0,1,0
550,1,all_other,0.23,81.21,10.8672,22.35,690,12518.8,50169,84.5,1,1,0,1
551,1,debt_consolidation,0.23,498.64,11.0383,28.36,677,15116.6,53223,15.0,7,2,0,1
552,1,all_other,0.23,739.67,10.4641,11.42,793,8394.7,23070,61.4,4,1,1,0
553,1,all_other,0.23,611.48,9.7972,4.05,626,9457.7,38590,79.2,1,0,0,1
554,0,home_improvement,0.23,218.66,10.4193,3.28,693,3991.5,10480,76.8,2,0,1,0
555,0,small_business,0.23,668.83,10.4507,0.19,678,11449.6,53737,48.9,2,1,1,1
556,0,all_other,0.23,661.54,10.4361,22.32,677,6027.9,52084,73.2,1,2,1,1
557,1,home_improvement,0.23,273.16,11.482,29.44,660,9629.6,59943,58.4,3,0,0,1
558,1,debt_consolidation,0.23,579.44,10.1718,29.78,811,14031.5,29174,20.1,6,2,1,1
559,0,all_other,0.23,569.31,11.0806,23.53,699,1298.7,21552,5.6,5,2,0,0
560,0,educational,0.23,763.82,10.995,4.87,707,10586.6,45471,36.9,7,0,0,1
561,0,educational,0.23,165.66,11.4763,29.33,700,3948.6,43397,6.2,6,0,1,1
562,1,home_improvement,0.23,215.61,10.8201,9.83,825,5749.5,12723,39.5,2,0,1,0
563,0,educational,0.23,463.07,11.3747,10.01,691,1590.1,32397,82.9,0,1,0,1
564,1,home_improvement,0.23,87.52,10.7967,20.62,691,3880.9,38628,84.4,1,0,1,1
565,1,debt_consolidation,0.23,403.26,11.1606,1.47,688,17772.7,27298,3.4,6,2,0,0
566,0,educational,0.23,719.99,9.9982,24.77,688,17974.9,22270,7.0,2,0,1,1
567,0,all_other,0.23,176.41,9.317,29.92,638,13237.4,14392,67.0,5,1,0,0
568,1,small_business,0.23,440.96,11.1265,23.25,746,11401.6,24694,50.0,3,2,0,1
569,0,small_business,0.23,891.3,11.1587,23.45,625,14209.1,14754,14.9,7,0,1,0
570,1,all_other,0.23,480.03,11.1853,11.71,667,16241.4,18024,80.6,4,0,1,0
571,1,major_purchase,0.23,473.58,10.585,1.98,662,9828.2,11098,21.6,7,2,1,1
572,1,home_improvement,0.23,524.97,11.7938,23.78,681,1599.8,22581,7.8,2,0,1,1
573,1,all_other,0.2205,208.1,10.6241,17.91,778,13059.7,37889,75.0,6,1,1,0
574,1,all_other,0.23,175.09,11.1525,27.28,745,17738.2,22659,60.8,4,0,1,1
575,0,major_purchase,0.23,625.75,11.2568,3.48,828,5386.9,8523,39.4,1,0,1,1
576,0,credit_card,0.23,386.4,11.9312,9.15,693,8878.9,48067,69.3,1,1,1,0
